Query	Accession	Product_Name	OrthoDB	OrthoDB_Desc	Zen_OrthoDB	Zen_OrthoDB_Desc	UKB_OrthoDB	UKB_OrthoDB_Desc	GO_BP	GO_MF	GO_CC	Evidence_existence	InterPro	Pfam	UKB_GO_BP	UKB_GO_MF	Identity	Length	Evalue	Score	ODB_OG	ODB_Description	ODB_GO_MF	ODB_GO_BP	ODB_EC	ODB_COG_category	ODB_KEGG_ko	ODB_Interpro	ODB_evalue	ODB_score
tr_A0A8J9RX83_A0A8J9RX83_9CHLO	A0A8J9RX83	HBS1-like protein	1522774at33090	uncharacterized protein	72762at3041	Translation elongation factor EFTu/EF1A, C-terminal	NA		NA	GO:0005525,GO:0003924	GO:0005737	3	IPR027417,IPR000795,IPR050100,IPR009000,IPR009001	PF22594,PF00009	NA	GO:0005525,GO:0003924	100	415	1.2e-288	789	1522774at33090	uncharacterized protein	GO:0005525,GO:0000166,GO:0046872	-	-	T,P,J	-	IPR004160,IPR000795,IPR027417,IPR009001,IPR009000,IPR036443,IPR001876	1.47e-117	85.5
tr_A0A8J9RX91_A0A8J9RX91_9CHLO	A0A8J9RX91	Uncharacterized protein	1575987at33090	hypothetical protein	79495at3041	hypothetical protein	NA		NA	NA	GO:0016020	4	NA	NA	NA	NA	100	589	0	982	1575987at33090	hypothetical protein	-	-	-	-	-	-	0	187.44
tr_A0A8J9RX92_A0A8J9RX92_9CHLO	A0A8J9RX92	Probable sulfite exporter TauE/SafE family protein 3	434519at2759	protein	434519at2759	protein	NA		NA	NA	GO:0016020	3	IPR002781	PF01925	NA	NA	100	710	0	1368										
tr_A0A8J9RXA0_A0A8J9RXA0_9CHLO	A0A8J9RXA0	Uncharacterized protein	54784at33090	putative Protein GAMETE EXPRESSED 1	54784at33090	putative Protein GAMETE EXPRESSED 1	NA		NA	NA	NA	4	IPR040346	NA	NA	NA	100	755	0	1409										
tr_A0A8J9RXA2_A0A8J9RXA2_9CHLO	A0A8J9RXA2	Uncharacterized protein	45721at33090	protein-tyrosine phosphatase-like protein	9988524at2759	uncharacterized protein	NA		NA	GO:0004721	NA	4	IPR029021,IPR026893	PF13350	NA	GO:0004721	100	304	1.2e-216	598	45721at33090	protein-tyrosine phosphatase-like protein	GO:0004721	-	-	T,H,G	ko00270,ko00450,ko00564,ko00565,ko00590,ko00592,ko00920,ko01230,ko04120,mis01100,mis01110,mpp01100,mpp01110	IPR026893,IPR029021	1.69e-220	253.45
tr_A0A8J9RXA9_A0A8J9RXA9_9CHLO	A0A8J9RXA9	Probable glucuronosyltransferase	621553at33090	EF-hand domain	7740at75966	EGF-like domain	NA		GO:0006486	GO:0016757	GO:0005794,GO:0016020	3	IPR004263,IPR040911	PF03016	GO:0006486	GO:0016757	100	448	0	944	621553at33090	EF-hand domain	-	-	-	T,G,C	brp04016,ko04070,ko04626	IPR002048,IPR015070,IPR000261	4e-13	16.21
tr_A0A8J9RXB7_A0A8J9RXB7_9CHLO	A0A8J9RXB7	Probable periodic tryptophan protein 2	1640281at2759	periodic tryptophan protein	1640281at2759	periodic tryptophan protein	NA		NA	NA	NA	4	NA	NA	NA	NA	100	75	1.3e-43	142										
tr_A0A8J9RXB8_A0A8J9RXB8_9CHLO	A0A8J9RXB8	Uncharacterized protein	NA		NA		NA		NA	NA	NA	4	NA	NA	NA	NA	100	369	8.06e-266	728										
tr_A0A8J9RXC5_A0A8J9RXC5_9CHLO	A0A8J9RXC5	Phospholipid-transporting ATPase 10	184762at33090	P-type ATPase, N-terminal	55738at33090	P-type ATPase, N-terminal	NA		GO:0045332	GO:0140326,GO:0046872	GO:0005886	4	IPR023298,IPR008250,IPR032631	PF16209	GO:0045332	GO:0140326,GO:0046872	100	370	9.89e-272	743	184762at33090	P-type ATPase, N-terminal	GO:0046872	GO:0045332,GO:0048194	-	P,O	-	IPR023298,IPR032631,IPR008250	4.24e-57	69.66
tr_A0A8J9RXC6_A0A8J9RXC6_9CHLO	A0A8J9RXC6	Uncharacterized protein	NA		NA		NA		NA	NA	NA	4	NA	NA	NA	NA	100	170	1.1e-116	334										
tr_A0A8J9RXD5_A0A8J9RXD5_9CHLO	A0A8J9RXD5	Uncharacterized protein	NA		NA		NA		NA	NA	GO:0016020	4	NA	NA	NA	NA	100	71	2.31e-42	138										
tr_A0A8J9RXE1_A0A8J9RXE1_9CHLO	A0A8J9RXE1	Cleft lip and palate transmembrane protein 1 homolog	71174at33090	uncharacterized protein	71174at33090	uncharacterized protein	NA		NA	NA	GO:0016020	3	IPR008429	PF05602	NA	NA	100	590	0	1160	71174at33090	uncharacterized protein	-	-	-	O,T,L	-	IPR008429	1.69e-179	113.27
tr_A0A8J9RXF1_A0A8J9RXF1_9CHLO	A0A8J9RXF1	Probable inactive purple acid phosphatase 29	1418683at33090	Inactive purple acid phosphatase	783096at2759	Phosphatase	NA		NA	GO:0016788	GO:0005737,GO:0016020	4	IPR004843,IPR029052	PF00149	NA	GO:0016788	100	416	1.6688055898804e-308	855	1418683at33090	Inactive purple acid phosphatase	GO:0016787,GO:0004721,GO:0016788	-	-	T,J,O	-	IPR011230,IPR004843,IPR029052	9.92e-29	33.37
tr_A0A8J9RXF2_A0A8J9RXF2_9CHLO	A0A8J9RXF2	rRNA adenine N(6)-methyltransferase	1049at33090	Ribosomal RNA small subunit methyltransferase A	74991at2759	rRNA adenine N(6)-methyltransferase	NA		NA	GO:0003723,GO:0000179	NA	3	IPR001737,IPR023165,IPR020596,IPR020598,IPR011530,IPR029063	PF00398	NA	GO:0003723,GO:0000179	100	321	4.75e-227	625	1049at33090	Ribosomal RNA small subunit methyltransferase A	GO:0008649,GO:0016740	GO:0032259,GO:0031167	-	H,M,I	-	IPR029063,IPR023165,IPR011530,IPR020598,IPR020596,IPR001737	3.84e-56	70.34
tr_A0A8J9RXG2_A0A8J9RXG2_9CHLO	A0A8J9RXG2	Uncharacterized protein	1552237at33090	hypothetical protein	75844at3041	hypothetical protein	NA		NA	NA	NA	4	NA	NA	NA	NA	100	431	2.11e-281	772	1552237at33090	hypothetical protein	-	-	-	-	-	-	2.38e-231	190.25
tr_A0A8J9RXG3_A0A8J9RXG3_9CHLO	A0A8J9RXG3	Fanconi Anaemia group E protein C-terminal domain-containing protein	NA		NA		NA		GO:0036297	NA	GO:0043240	4	IPR039685,IPR021025	PF11510	GO:0036297	NA	100	396	3.49e-276	756										
tr_A0A8J9RXH1_A0A8J9RXH1_9CHLO	A0A8J9RXH1	Uncharacterized protein	NA		NA		NA		NA	NA	NA	4	NA	NA	NA	NA	100	195	2.13e-108	315										
tr_A0A8J9RXH2_A0A8J9RXH2_9CHLO	A0A8J9RXH2	Probable serine/arginine-rich splicing factor RSZ22 at N-terminal half	49050at33090	splicing factor	5970at2759	splicing factor	NA		GO:0000398	GO:0003723	GO:0016607	4	IPR012677,IPR035979,IPR000504,IPR050907	PF00076	GO:0000398	GO:0003723	100	109	5.44e-71	217	49050at33090	splicing factor	GO:0008270	-	-	J,K,T	-	IPR001878,IPR036875,IPR035979,IPR012677,IPR000504	2.83e-29	75.07
tr_A0A8J9RXI1_A0A8J9RXI1_9CHLO	A0A8J9RXI1	Uncharacterized protein	83095at33090	hypothetical protein	83095at33090	hypothetical protein	NA		NA	NA	NA	4	NA	NA	NA	NA	100	197	6.58e-129	367	83095at33090	hypothetical protein	-	-	-	-	-	-	1.3e-123	223.86
tr_A0A8J9RXI3_A0A8J9RXI3_9CHLO	A0A8J9RXI3	Uncharacterized protein	515414at2759	hypothetical protein	515414at2759	hypothetical protein	NA		NA	NA	NA	4	NA	NA	NA	NA	100	1218	0	1753										
tr_A0A8J9RXJ2_A0A8J9RXJ2_9CHLO	A0A8J9RXJ2	Uncharacterized protein	1553430at33090	hypothetical protein	75978at3041	hypothetical protein	NA		NA	NA	NA	4	NA	NA	NA	NA	100	88	1.48e-57	178	1553430at33090	hypothetical protein	-	-	-	-	-	-	2.09e-61	256.25
tr_A0A8J9RXJ8_A0A8J9RXJ8_9CHLO	A0A8J9RXJ8	Secreted protein	NA		NA		NA		NA	NA	NA	4	NA	NA	NA	NA	100	84	1.65e-50	160										
tr_A0A8J9RXJ9_A0A8J9RXJ9_9CHLO	A0A8J9RXJ9	Uncharacterized protein	536587at2759	hypothetical protein	536587at2759	hypothetical protein	NA		GO:0007096	NA	GO:0005634	4	IPR009511,IPR053729	PF06581	GO:0007096	NA	100	277	3.34e-189	526										
tr_A0A8J9RXK8_A0A8J9RXK8_9CHLO	A0A8J9RXK8	Aminopeptidase N	466461at33090	Peptidase M1, alanyl aminopeptidase, C-terminal	843at33090	Puromycin-sensitive aminopeptidase	NA		GO:0006508	GO:0004177,GO:0008237,GO:0008270	NA	3	IPR045357,IPR042097,IPR038438,IPR001930,IPR014782,IPR012779,IPR024601,IPR037144,IPR035414,IPR027268	PF11940,PF17432,PF01433,PF17900	GO:0006508	GO:0004177,GO:0008237,GO:0008270	100	968	0	1895	466461at33090	Peptidase M1, alanyl aminopeptidase, C-terminal	GO:0008270,GO:0008237,GO:0016787	GO:0006508	-	E,H,C	-	IPR014782,IPR035414,IPR042097,IPR038438,IPR027268,IPR024601,IPR012779,IPR037144	0	126
tr_A0A8J9RXL9_A0A8J9RXL9_9CHLO	A0A8J9RXL9	Exportin-5	13227at33090	exportin	507337at2759	exportin	NA		GO:0006611,GO:0006405	GO:0005049,GO:0003723	GO:0005737,GO:0005634,GO:0042565	4	IPR011989,IPR016024,IPR013598,IPR045478,IPR045065	PF19273,PF08389	GO:0006611,GO:0006405	GO:0005049,GO:0003723	100	1155	0	2214	13227at33090	exportin	-	GO:0006405	-	-	ko00785,ko03010,ko03040,ko03050,ko04120,olu01100	IPR011989,IPR045065,IPR045478,IPR013598,IPR016024	0	214.33
tr_A0A8J9RXM6_A0A8J9RXM6_9CHLO	A0A8J9RXM6	Uncharacterized protein	535545at2759	hypothetical protein	535545at2759	hypothetical protein	NA		NA	NA	NA	4	NA	NA	NA	NA	100	246	1.8e-173	484										
tr_A0A8J9RXN8_A0A8J9RXN8_9CHLO	A0A8J9RXN8	Uncharacterized protein sll1483 at C-terminar half	9894at75966	RNA polymerase sigma factor, region 2	9894at75966	RNA polymerase sigma factor, region 2	NA		NA	NA	GO:0005615	4	IPR050904,IPR036378,IPR000782	PF02469	NA	NA	100	753	0	1231										
tr_A0A8J9RXP4_A0A8J9RXP4_9CHLO	A0A8J9RXP4	Uncharacterized protein	NA		NA		NA		NA	NA	NA	4	NA	NA	NA	NA	100	140	1.09e-97	283										
tr_A0A8J9RXP5_A0A8J9RXP5_9CHLO	A0A8J9RXP5	Cholesterol 24-hydroxylase	1535494at33090	LOW QUALITY PROTEIN: cytochrome P450 CYP749A22	548633at2759	Cytochrome P450	NA		NA	GO:0020037,GO:0005506,GO:0004497,GO:0016705	NA	4	IPR001128,IPR002401,IPR036396,IPR050121	PF00067	NA	GO:0020037,GO:0005506,GO:0004497,GO:0016705	100	551	0	1061	1535494at33090	LOW QUALITY PROTEIN: cytochrome P450 CYP749A22	-	-	-	T,A	-	IPR001810	5.7e-13	15.07
tr_A0A8J9RXQ2_A0A8J9RXQ2_9CHLO	A0A8J9RXQ2	Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial	1411207at33090	delta(3,5)-delta(2,4)-dienoyl-CoA isomerase	72654at3041	Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase,	NA		GO:0006635	GO:0016853	NA	3	IPR029045,IPR045002,IPR018376,IPR001753,IPR014748	PF00378	GO:0006635	GO:0016853	100	278	3.93e-193	536	1411207at33090	delta(3,5)-delta(2,4)-dienoyl-CoA isomerase	GO:0016853,GO:0003824	GO:0006629,GO:0006631,GO:0006635	-	E,G,K	-	IPR029045,IPR014748,IPR001753,IPR045002,IPR018376	8.46e-68	96.02
tr_A0A8J9RXQ3_A0A8J9RXQ3_9CHLO	A0A8J9RXQ3	Glycerophosphoinositol permease 1	433512at2759	phosphate transporter 1	433512at2759	phosphate transporter 1	NA		NA	GO:0022857	GO:0016020	4	IPR011701,IPR036259,IPR005829	PF07690	NA	GO:0022857	100	540	0	1066										
tr_A0A8J9RXR2_A0A8J9RXR2_9CHLO	A0A8J9RXR2	Plasmodium RESA N-terminal domain-containing protein	1589362at33090	hypothetical protein	82311at3041	hypothetical protein	NA		NA	NA	GO:0016020	4	NA	NA	NA	NA	100	667	0	1190	1589362at33090	hypothetical protein	-	-	-	-	-	-	1.24e-276	149.03
tr_A0A8J9RXS2_A0A8J9RXS2_9CHLO	A0A8J9RXS2	Probable calcium/calmodulin-dependent protein kinase type 1D at C-terminar half	541922at2759	Protein kinase-like domain containing protein	541922at2759	Protein kinase-like domain containing protein	NA		GO:0044773	GO:0005524,GO:0004674	GO:0005634	4	IPR011009,IPR000719	PF00069	GO:0044773	GO:0005524,GO:0004674	100	583	0	1162										
tr_A0A8J9RXS6_A0A8J9RXS6_9CHLO	A0A8J9RXS6	Regulatory protein RecX	49236at33090	uncharacterized protein	543346at2759	uncharacterized protein	NA		GO:0006282	NA	GO:0005737	3	IPR053926,IPR053924,IPR003783,IPR036388	PF21982,PF02631	GO:0006282	NA	100	246	1.21e-171	479	49236at33090	uncharacterized protein	-	GO:0006282	-	Q,O,M	-	IPR036388,IPR003783	5.54e-20	35.96
tr_A0A8J9RXT1_A0A8J9RXT1_9CHLO	A0A8J9RXT1	Cathepsin E	74749at3041	Aspartic peptidase, active site	74749at3041	Aspartic peptidase, active site	NA		GO:0006508	GO:0004190	NA	3	IPR001461,IPR001969,IPR034164,IPR033121,IPR021109	PF00026	GO:0006508	GO:0004190	100	385	1.61e-280	766										
tr_A0A8J9RXT8_A0A8J9RXT8_9CHLO	A0A8J9RXT8	Ammonium transporter Rh type A	40802at33090	Ammonium transporter AmtB-like domain	534912at2759	ammonium transporter	NA		GO:0097272	GO:0008519	GO:0005886	3	IPR029020,IPR024041,IPR002229	PF00909	GO:0097272	GO:0008519	100	460	0	876	40802at33090	Ammonium transporter AmtB-like domain	-	GO:0097272	-	P,T,G,E	ko03010,ko03015	IPR002229,IPR024041,IPR029020	1.01e-293	223.48
tr_A0A8J9RXT9_A0A8J9RXT9_9CHLO	A0A8J9RXT9	EEF1A lysine methyltransferase 3	19573at33090	Lysine methyltransferase	9941at75966	Lysine methyltransferase	NA		GO:0032259	GO:0008168	GO:0005737	3	IPR019410,IPR029063	PF10294	GO:0032259	GO:0008168	100	249	6.29e-180	500	19573at33090	Lysine methyltransferase	GO:0016740	GO:0032259	-	M,I,L	ko00740,ko03040	IPR029063,IPR019410	2.71e-121	176.61
tr_A0A8J9RXU6_A0A8J9RXU6_9CHLO	A0A8J9RXU6	ADP-ribose pyrophosphatase	71208at33090	NUDIX hydrolase	71208at33090	NUDIX hydrolase	NA		NA	NA	NA	4	IPR020476,IPR015797,IPR000086	PF00293	NA	NA	100	177	5.61e-127	360	71208at33090	NUDIX hydrolase	GO:0016787	-	-	F,V,I	ko00730	IPR000086,IPR015797,IPR020476	7.92e-131	261.3
tr_A0A8J9RXU9_A0A8J9RXU9_9CHLO	A0A8J9RXU9	Probable AP2-like ethylene-responsive transcription factor PLT2	52703at33090	AP2-like ethylene-responsive transcription factor ANT	59139at33090	RWP-RK domain	NA		NA	GO:0003677,GO:0003700	GO:0005634	4	IPR001471,IPR036955,IPR016177	NA	NA	GO:0003677,GO:0003700	100	795	0	1478	52703at33090	AP2-like ethylene-responsive transcription factor ANT	-	-	-	M	ko00510,ko03010,lang01100	IPR016177,IPR001471,IPR036955	0	8.87601
tr_A0A8J9RXV6_A0A8J9RXV6_9CHLO	A0A8J9RXV6	Probable esterase OVCA2	384166at33090	EF-hand domain	4496at75966	Serine hydrolase domain	NA		NA	NA	NA	4	IPR029058,IPR005645	PF03959	NA	NA	100	254	2.68e-188	522	384166at33090	EF-hand domain	GO:0005509	-	-	P,I,T	-	IPR005645,IPR029058	3.01e-42	71.6
tr_A0A8J9RXV8_A0A8J9RXV8_9CHLO	A0A8J9RXV8	Protein TIC 55, chloroplastic	48919at33090	Rieske	48919at33090	Rieske	NA		NA	GO:0051537,GO:0046872,GO:0016491	GO:0005737,GO:0016020	4	IPR050584,IPR017941,IPR036922	PF00355	NA	GO:0051537,GO:0046872,GO:0016491	100	587	0	1207										
tr_A0A8J9RXX5_A0A8J9RXX5_9CHLO	A0A8J9RXX5	1,4-alpha-D-glucan glucanohydrolase	97102at33090	Alpha-amylase	70992at3041	alpha-amylase	NA		GO:0005975	GO:0004556,GO:0005509	NA	3	IPR012850,IPR006047,IPR013780,IPR017853	PF07821,PF00128	GO:0005975	GO:0004556,GO:0005509	100	448	0	929	97102at33090	Alpha-amylase	GO:0043169,GO:0016798,GO:0005509,GO:0016787	-	3.2.1.1	G,T	-	IPR013775,IPR012850,IPR017853,IPR013780,IPR006047,IPR006046	7.01e-119	103.57
tr_A0A8J9RXY4_A0A8J9RXY4_9CHLO	A0A8J9RXY4	Zerumbone synthase	134145at33090	NAD(P)-binding domain superfamily	5973at75966	Short-chain dehydrogenase/reductase, conserved site	NA		NA	NA	NA	3	IPR036291,IPR002347	PF13561	NA	NA	100	254	3.62e-177	494	134145at33090	NAD(P)-binding domain superfamily	GO:0016491	-	-	-	-	IPR036291,IPR002347	3.68e-42	67.62
tr_A0A8J9RXY6_A0A8J9RXY6_9CHLO	A0A8J9RXY6	UspA domain-containing protein	10156at33090	Universal stress protein A	843225at2759	Universal stress A	NA		NA	NA	NA	4	IPR014729,IPR006016	PF00582	NA	NA	100	73	5.78e-46	147	10156at33090	Universal stress protein A	-	-	-	G,T,P	-	IPR006016,IPR014729,IPR006015	1.6e-07	42.62
tr_A0A8J9RXZ2_A0A8J9RXZ2_9CHLO	A0A8J9RXZ2	Uncharacterized protein	9753at33090	uncharacterized protein	9753at33090	uncharacterized protein	NA		NA	NA	NA	4	NA	NA	NA	NA	100	158	2.36e-112	322										
tr_A0A8J9RXZ5_A0A8J9RXZ5_9CHLO	A0A8J9RXZ5	Carboxymethylenebutenolidase homolog	1366103at33090	endo-1,3	39261at3041	Dienelactone hydrolase	NA		NA	GO:0016787	NA	4	IPR029058,IPR002925	PF01738	NA	GO:0016787	100	237	3.53e-180	500	1366103at33090	endo-1,3	-	-	-	-	-	-	0	199.436
tr_A0A8J9RY01_A0A8J9RY01_9CHLO	A0A8J9RY01	AB hydrolase superfamily protein YdjP	7130006at2759	hydrolase	7130006at2759	hydrolase	NA		GO:0046464	GO:0047372	GO:0005739	4	IPR029058,IPR000073,IPR050266	PF00561	GO:0046464	GO:0047372	100	289	6.19e-216	595										
tr_A0A8J9RY10_A0A8J9RY10_9CHLO	A0A8J9RY10	EF-hand domain-containing protein	1522108at33090	uncharacterized protein	6346at75966	EF-hand domain	NA		NA	GO:0005509	NA	4	IPR011992,IPR018247,IPR002048	PF13499	NA	GO:0005509	100	153	1.49e-108	312	1522108at33090	uncharacterized protein	GO:0005509	-	-	V,E,T	-	IPR002048,IPR011992	6.4e-13	44.92
tr_A0A8J9RY11_A0A8J9RY11_9CHLO	A0A8J9RY11	SAND domain-containing protein	56214at33090	SAND domain	515966at2759	ARID DNA-binding domain	NA		NA	GO:0003677	NA	4	IPR010919,IPR000770	PF01342	NA	GO:0003677	100	351	4.96e-235	648	56214at33090	SAND domain	GO:0046872	-	-	-	ko03010	IPR034732,IPR013083	0	24.5368
tr_A0A8J9RY27_A0A8J9RY27_9CHLO	A0A8J9RY27	Probable serine/threonine-protein kinase MAK at N-terminal half	1518866at33090	protein kinase	69857at3041	protein kinase	NA		GO:0035556	GO:0005524,GO:0004674	GO:0005737,GO:0005634	4	IPR011009,IPR050117,IPR000719,IPR017441,IPR008271	PF00069	GO:0035556	GO:0005524,GO:0004674	100	712	0	1363	1518866at33090	protein kinase	GO:0005524,GO:0016301,GO:0000166,GO:0016740	GO:0016310	-	T,E,G	-	IPR011009,IPR008271,IPR000719,IPR017441	6.45e-115	92.73
tr_A0A8J9RY36_A0A8J9RY36_9CHLO	A0A8J9RY36	Peroxisomal N(1)-acetyl-spermine/spermidine oxidase	55828at33090	Polyamine oxidase	6905at75966	Amine oxidase	NA		NA	GO:0046592	GO:0005737	3	IPR002937,IPR036188,IPR050281	PF01593	NA	GO:0046592	100	501	0	1031	55828at33090	Polyamine oxidase	GO:0016491,GO:0046592	-	-	I,M,L	-	IPR002937,IPR036188	7.84e-24	24.39
tr_A0A8J9RY39_A0A8J9RY39_9CHLO	A0A8J9RY39	Probable Laminin subunit beta-1	26919at33090	probable Laminin subunit alpha-2	521029at2759	probable Laminin subunit alpha-2	NA		NA	NA	NA	4	NA	NA	NA	NA	100	515	1.31e-177	516	26919at33090	probable Laminin subunit alpha-2	-	-	-	-	-	-	4.48e-224	156.31
tr_A0A8J9RY44_A0A8J9RY44_9CHLO	A0A8J9RY44	Uncharacterized protein	NA		NA		NA		NA	NA	NA	4	NA	NA	NA	NA	100	66	1.07e-38	129										
tr_A0A8J9RY47_A0A8J9RY47_9CHLO	A0A8J9RY47	Probable protein LSM14 homolog A at N-terminal half	1526974at33090	protein decapping 5	74256at3041	Lsm14-like, N-terminal	NA		NA	NA	NA	4	IPR019050,IPR025609,IPR010920	PF12701	NA	NA	100	436	5.43e-217	610	1526974at33090	protein decapping 5	-	GO:0033962,GO:0034063	-	T,K,L	-	IPR025762,IPR010920,IPR019050,IPR047575,IPR025761,IPR025768,IPR025609	8.01e-22	24.16
tr_A0A8J9RY54_A0A8J9RY54_9CHLO	A0A8J9WIK2	Probable craniofacial development protein 2 at N-terminal half	26845at33090	probable RNA-directed DNA polymerase from mobile element jockey	425014at2759	uncharacterized protein	NA		NA	GO:0003824	NA	4	IPR043502,IPR036691,IPR005135,IPR043128,IPR000477	PF03372,PF00078	NA	GO:0003824	100	378	3.34e-271	768	26845at33090	probable RNA-directed DNA polymerase from mobile element jockey	GO:0003964	GO:0006278	-	X,T,L	-	IPR043502,IPR043128,IPR000477	0	99.7391
tr_A0A8J9RY58_A0A8J9RY58_9CHLO	A0A8J9RY58	Probable PEMT/PEM2 methyltransferase family protein at C-terminar half	1555084at33090	Phospholipid methyltransferase	76176at3041	hypothetical protein	NA		GO:0032259,GO:0006656	GO:0008168	GO:0016020	4	IPR007318	PF04191	GO:0032259,GO:0006656	GO:0008168	100	161	1.65e-118	338	1555084at33090	Phospholipid methyltransferase	-	GO:0006656,GO:0008654,GO:0006629	-	O,I,P	-	IPR007318	3.99e-105	233.85
tr_A0A8J9RY66_A0A8J9RY66_9CHLO	A0A8J9RY66	Probable telomerase-binding protein EST1A at N-terminal half	20965at33090	Smg7	69928at2759	Smg7	NA		GO:0000184	GO:0070034,GO:0042162	GO:0005697	4	IPR018834,IPR019458,IPR045153,IPR011990	PF10374,PF10373	GO:0000184	GO:0070034,GO:0042162	100	1531	0	2757	20965at33090	Smg7	GO:0042162,GO:0070034	GO:0000184	-	I,T,Q	-	IPR011990,IPR018834,IPR019458,IPR045153	4.98e-44	17.12
tr_A0A8J9RY68_A0A8J9RY68_9CHLO	A0A8J9RY68	guanylate kinase	1520286at33090	Guanylate kinase	8117at75966	Guanylate kinase	NA		NA	GO:0005524,GO:0004385	NA	3	IPR008145,IPR008144,IPR017665,IPR020590,IPR036291,IPR027417,IPR002347	PF00106,PF00625	NA	GO:0005524,GO:0004385	100	569	0	1011	1520286at33090	Guanylate kinase	GO:0004385,GO:0016740,GO:0016301,GO:0005524,GO:0000166	GO:0006163,GO:0016310,GO:0046710,GO:0046037	2.7.4.8	K,G,F	-	IPR008144,IPR011043,IPR020590,IPR008145,IPR027417,IPR017665	5.24e-60	53.57
tr_A0A8J9RY74_A0A8J9RY74_9CHLO	A0A8J9RY74	Probable rho GTPase-activating protein 45 at N-terminal half	8075at75966	rho GTPase-activating 4 isoform X2	8075at75966	rho GTPase-activating 4 isoform X2	NA		GO:0007165	NA	NA	4	IPR008936,IPR000198	PF00620	GO:0007165	NA	100	488	0	975										
tr_A0A8J9RY83_A0A8J9RY83_9CHLO	A0A8J9RY83	DUF3971 domain-containing protein	47876at33090	hypothetical protein	514591at2759	uncharacterized protein LOC112292842 isoform X1	NA		NA	NA	GO:0016020	4	NA	NA	NA	NA	100	605	0	1151	47876at33090	hypothetical protein	GO:0051015,GO:0005522	GO:0030838,GO:0030041,GO:0070060	-	-	-	-	0	27.4798
tr_A0A8J9RY88_A0A8J9RY88_9CHLO	A0A8J9RY88	Probable GATA-binding factor 6-B at C-terminar half	75721at3041	Zinc finger, GATA-type	75721at3041	Zinc finger, GATA-type	NA		GO:0006355	GO:0043565,GO:0008270	NA	4	IPR000679,IPR013088	PF00320	GO:0006355	GO:0043565,GO:0008270	100	233	5.59e-166	464										
tr_A0A8J9RY97_A0A8J9RY97_9CHLO	A0A8J9RY97	Uncharacterized protein	NA		NA		NA		NA	NA	NA	4	NA	NA	NA	NA	100	95	3.49e-57	177										
tr_A0A8J9RYA5_A0A8J9RYA5_9CHLO	A0A8J9RYA5	Probable protein FAM210B, mitochondrial at C-terminar half	1434615at33090	Uncharacterized protein	8277at75966	DUF1279-domain-containing protein	NA		NA	NA	GO:0016020,GO:0005739	4	IPR045866,IPR009688	PF06916	NA	NA	100	210	9.66e-142	400	1434615at33090	Uncharacterized protein	-	-	-	X,T,L	-	IPR045866,IPR009688	1.19e-40	82.84
tr_A0A8J9RYA9_A0A8J9RYA9_9CHLO	A0A8J9RYA9	Probable cysteine proteinase inhibitor 7	30922at33090	cysteine proteinase inhibitor	9530at75966	Cystatin	NA		NA	GO:0004869	NA	4	IPR000010,IPR046350,IPR018073	PF00031,PF16845	NA	GO:0004869	100	208	5.6e-140	396	30922at33090	cysteine proteinase inhibitor	GO:0030414	-	-	T,L,O	-	IPR000010,IPR018073,IPR027214,IPR046350	2.37e-16	39.29
tr_A0A8J9RYB4_A0A8J9RYB4_9CHLO	A0A8J9RYB4	Uncharacterized protein YcgI	1531546at33090	hypothetical protein	74448at3041	hypothetical protein	NA		NA	NA	NA	4	IPR018959	PF09347	NA	NA	100	282	1.4e-213	588	1531546at33090	hypothetical protein	-	-	-	E	-	IPR018959	1.98e-217	268.79
tr_A0A8J9RYC2_A0A8J9RYC2_9CHLO	A0A8J9RYC2	Uncharacterized protein	19984at33090	hypothetical protein	514094at2759	hypothetical protein	NA		NA	NA	NA	4	NA	NA	NA	NA	100	723	0	1195	19984at33090	hypothetical protein	-	GO:0036158	-	-	-	IPR033192	0	167.5
tr_A0A8J9RYC7_A0A8J9RYC7_9CHLO	A0A8J9RYC7	Uncharacterized protein	NA		NA		NA		NA	NA	NA	4	NA	NA	NA	NA	100	71	1.44e-45	146										
tr_A0A8J9RYF0_A0A8J9RYF0_9CHLO	A0A8J9RYF0	Polyamine oxidase 3	5046242at2759	Oxidase	5046242at2759	Oxidase	NA		GO:0006598	GO:0046592	NA	3	IPR002937,IPR036188,IPR001613,IPR050281	PF01593	GO:0006598	GO:0046592	100	449	0	905										
tr_A0A8J9RYF5_A0A8J9RYF5_9CHLO	A0A8J9RYF5	Probable Sn1-specific diacylglycerol lipase alpha at N-terminal half	19195at33090	uncharacterized protein	9563at75966	Sn1-specific diacylglycerol lipase alpha	NA		GO:0006629	NA	NA	4	IPR029058,IPR002921	PF01764	GO:0006629	NA	100	768	0	1479	19195at33090	uncharacterized protein	-	GO:0006629	-	E,O,I	-	IPR002921,IPR029058,IPR005592	2.43e-114	55.71
tr_A0A8J9RYG4_A0A8J9RYG4_9CHLO	A0A8J9RYG4	Uncharacterized protein	NA		NA		NA		NA	NA	NA	4	NA	NA	NA	NA	100	289	1.52e-191	533										
